id,video_id,time,author,text,lable
Ugg2MR862It9Y3gCoAEC,wObv3OVPk30,4 years ago,Андрей Зоин,вот так закончилась карьера не начавшись,
UgiLB1LHT2VeY3gCoAEC.7-H0Z7-PDjR7-IcwKHlCHL,E950t1WGiE0,4 years ago,Facker Bob,нуну толстокулаковапукнула в лужу,
UgjfyNe5wndHT3gCoAEC,FXCliOGt0Jc,4 years ago,Дмитрий Назаров,война сша против россии продолжаетсяфедоров объективен,
UgiW8x1D336uo3gCoAEC,H8ABnhoxhMw,3 years ago,Леонид Назаров,да бесполезно все здесь тысячелетнее рабство было есть и будет последний третий рим,
Uggogv2NkTVWKXgCoAEC,U4zHJJjMnew,1 year ago,КОНСТАНТИН ЛУГАНСКИЙ,украина это россия,
Ugi9cHk1g0KwRngCoAEC.7-H0Z7-32RU7-JAtwNeqEn,IQFGSfk7NZs,4 years ago,Юрий Усов,поменять одних миллионеров на других стреляя в спину своимвот ваши лозунги,
Ugh3MYV2Hk7ecngCoAEC.8-Lt-BuXh_98aHhw1o_o5N,_k-gDXrfu-s,5 months ago,RB Animation,иван арстоцкий вы бля это про русских говорите а в украине никто не пьет ох выж святые наши уже как европейцы верите в стереотипы про русских к сведению украина самая пьющая нация в мире,
UggK-KxDdJUMyngCoAEC,FMdk1D1ktBw,3 years ago,kotofot501,если бы беркут когото бил люди бы на украине сейчас мирно дома чай с тортом пили и обсуждали куда в отпуск поехать,
UgjRipZAhZ4rUHgCoAEC,AyVvGv4Seag,1 year ago,Taras Andrukhovych,браты сября як приємно шо ви були з нами,
Ugj2_y_tRmdOH3gCoAEC.7-H0Z7-1kG87-s6qu0oAr2,H8ABnhoxhMw,4 years ago,Игорь Маслов,соловьев всегда умница,
Ugj4ZjgcA95XLngCoAEC.7-H0Z7-DWsY7-HBpEotHbf,3KyjqEmLJ7E,4 years ago,Alex G,сергей игрокда тут кагбэ не поспориш ,
UgiXfmHz4MlJHngCoAEC,eufNblKL65s,3 years ago,Ivan Shumakov,кончаловский молодец пережываэт за росиюрусские прислушайтесь и поймите куда вас завели ваши чиновники,
UgxiYAMUvbMBI03YbB54AaABAg,RMxbOKbjX3A,6 months ago,Владимир Баландин,за этой решеткой должна сидеть майдановская верхушка,
UggCG55Bnna1a3gCoAEC,xZUzfzTLD4U,4 years ago,MrSlenderMan1488,а кого играет безруков,
Ugyq72kq0w8WcoCLImd4AaABAg,8SqTaE4-5a4,7 months ago,Роман Романычv,украина предатель она предала россию,
UgjtfPPQNGFQtXgCoAEC,FXCliOGt0Jc,4 years ago (edited),anon anonim,"евгений федорович дельный мужик даже критиковать не хочется но говорить что народ предатели это пустословие намного большие претензии можно выдвинуть ноду как организации бестолковых неумелых пусть и патриотически настроенных граждан движению нужны лидеры движению нужны интеллектуалы движению нужны в конце концов нормальные агитки и акции а не ватниковские простите методики организации политических движений
зы устал уже слушать про дедов",
UghI0ql-5ThEPHgCoAEC,IC7sx75-A0Q,4 years ago,андрей лы,поддержую,
UgitVJIEoTgcGHgCoAEC.7-H0Z7-DETP7-H0ccCG9QQ,GGaQ5BDNouM,4 years ago,Николай Белойван,то не мудаки то беркут,
Ugi0uPRNRaRwcHgCoAEC,0Kyr2KN8bHc,4 years ago,gromnemo1,"олег сильный фильмспасибо вам и низкий поклон
с уважением дмитрий хоменко",
UggKyWP5oOwOM3gCoAEC,7xpI5dMsnEM,4 years ago,Роман Щербаков,вырвали подходящий кусок приправили его эмоциями диктора с какого хрена такой не профессионализм и подали в нужном свете и сразу сказали кто виноват слышите хлопанье в ближайших кустах это вам аплодирует доктор гебельс,
UggZ0_UJbsht2ngCoAEC.7-H0Z7-9DSM7-yc1ZlaaGR,8SqTaE4-5a4,4 years ago,Vivid Img Personality,ти з бразилії вау це несподівано бо в тебе така гарна українська мова я взагалі думала що в інших країнах вивчають переважно російську мову та аж ніяк не українську,
Ugjtv-kvDYBi0XgCoAEC,X9WRKnrBT0s,3 years ago,Max Alexeenco, баллов,
UgjSMm49CQQS7HgCoAEC,FXCliOGt0Jc,4 years ago,Hannibal Lecter,федоров фсбшный тролль машина мирового капитализма в очередной раз банкротит власть коррумпированных российских спецслужб и силовиков тупо разыгрывающих с ними новый виток холодной войны и ввергающих страну в хаос,
UgijItUeZd_jVHgCoAEC.7-H0Z7-9jvO72zLzwJG7ZA,eufNblKL65s,3 years ago,Оля Сорока,где ви взяли ети простори и до сих пор берете,
UgjbcF3ulu4Ci3gCoAEC,4D2EPDACTqY,4 years ago,PanBandini,нано технологии путина фашисты с георгиевской ленточкой,
Ughdj3r1hgO2bHgCoAEC,T6IbEIBhb8o,4 years ago,pankazey,кто бы эти ублюдки не были они должны быть пойманы и подвешены за яйца,
UggOUuFbHKFvuHgCoAEC,eufNblKL65s,3 years ago,Рукалиц Ногавротов,доброго вам временикогда народ начнёт верить в статистикуникогдапотому что наш народ ничему не верита почемуда потому что боится верить хоть кому то эти кто то говорят и говорятв отличии от тех кто хоть что то делаетв любом случае простому человеку стало жить лучше по сравнению с ггне всё сразустабилизируется помаленькуа вот взяточничество искоренять нужножестоко наказыватьвплоть до отрубания частей тела,
Ugj6WUR0tbC-l3gCoAEC.7-H0Z7--_0S7-ZTzIoFX-N,rngYEzRxlWU,4 years ago,zmey080,андрей карпинатролишь здесь ты и пытаешься нарваться на грубости я не буду вступать в диалог с тобой много чести ты и сам все знаешьа те кому америка нассала в уши и ссорит нас с украиной конечно жаль потому что она же вас и продаст и уничтожит такой план видимо поссорить нас хотят много вам наверно пообещали раз против братского народа поперлиу меня много друзей в украине но не бендер конечно они даже в войну против нас шлимайдановцев мало и то что пытаются там вывернуть и взять в свои руки вряд ли удастьсяэто провал общий,
UggIqZP4jOiFmXgCoAEC,emN4Sz3uasU,4 years ago,денис кузьменко,только россия может навести теперь порядок,
UghIxTa_27gMVHgCoAEC,IqFdatdem64,4 years ago,Vlad Mirny,еще одна страна пропала на мировой карте крым молодец быстро понял что к чему отошел к россии а киев с западниками превратились в колонию запада,
UgiOwV4Do3qRoXgCoAEC,zCmV4dX5tgs,4 years ago,Вася Рогов,хакамада собачка на поводке у сша,
UgiVx7TXrk4GxXgCoAEC,IC7sx75-A0Q,4 years ago,Zachariy Ryabokin',гарна пісня чувак пиши ше ти реаально украіінський емінем стиль в тебе є однозначно факайте себе в жопу а не східних украіінців це щодо коментів,
Ugi19HAWCFAjBHgCoAEC,zA7MHd2yT5s,1 year ago,RagazzoKZ,надо было остаться забаррикадироваться и бороться до последнего а так покричали и разошлись а потом пришли оккупанты и всё захватили жалко,
UgjSTOHSMyVL83gCoAEC,GGaQ5BDNouM,4 years ago,screamOFsoul666,таланти серед нас,
UggTCV1KY6cr_ngCoAEC,eufNblKL65s,3 years ago,Ольга Яковлева,ну что ж андрон подвел итог тому что демократия по сценарию сша удалась вот молодец просто молодец сам себя выпорол что ж его не интересовало что об этом думал ельцин или например чо думает обама который ну никак не замечает что дети убивают в школах в сша своих одноклассников самый правильный суд в штатах только и делает что арестовывает этих преступников и неужели надо чтобы дети проснулись в школах и перестали ходить учиться может это безответственная политика государства или это огромная масса обывателей или распад семьи а может это не меняется большинство американского населения,
UgihcvKZ-eUa4XgCoAEC.84fxlbtfsKW899ASTJ7i-R,E950t1WGiE0,2 years ago,Русскоговорящая Украинка,"алексей королев
мальчик беркуты уже в мацькве пригреты но русские рыла лезут в украину укропов пострелять так что не надейся что украинцы будут любить русских грабите и убиваете вы а мы просто защищаем свои границы",
UghXH0FyR8n9bXgCoAEC,T6IbEIBhb8o,4 years ago,Евгений Дубровский,думают люди не поймут что это подстава желтые повязки в конце видео еще какойто клоун в камуфляже это мирные демонстранты как их любят в гейропе и америке называть видео для запада короче,
UgiwW28A29i7ZngCoAEC,azTFRrIUaoc,4 years ago,Inkerman11,проблема сторонников и противников однаони эгоистысторонники хотят получить льготы и свалить с украиныа не развивать еёпонятночто противниките сторонники россии не лучшено и не хужепобедит наглейшый,
UghRRwki6is4gngCoAEC,BY_cFQWqZtc,4 years ago,Aparteid1,на мин титушка ещё тот,
UgijItUeZd_jVHgCoAEC.7-H0Z7-9jvO7-qHo8NXQb4,eufNblKL65s,4 years ago,Дмитрий Филатов,а чего тут можно проиграть интеллектом вы можете только муравьев давить ,
Ugz_mNoxwpqJepORorF4AaABAg.8fBMF9b0bLB8fWcXnm_e8t,8SqTaE4-5a4,1 month ago,Dim Kot,потому что ты пидор гнойный,
UgjvZfv_AjzCxHgCoAEC.88bJKH4_rPV8A9nnPxiFkR,AV127gSoJxM,2 years ago,Артем Пастушков,олександр кудря я это сам придумал прикольно вот еще веками под ляхами ходим а что поделать господарей много а царь далекои франко могу и про лесю украинку типа она какую нибудь вещь захуярила,
UghOI2vepKdChXgCoAEC,IC7sx75-A0Q,4 years ago,Lilija Lil,дякую ще не вмерла україна,
Ugi-crflXmNd8ngCoAEC.7-H0Z7-UTOf7-JbFMwDUBW,yBTb4KZw7vc,4 years ago,EeOneGay Twitch,иван наумовецесли встретил ты кличко то прикрой своё очко на всякий случай ,
UgidhvKGCmLrVXgCoAEC,T6IbEIBhb8o,4 years ago,Максим Антонов,кроме доказательства применения огнестрельного оружия силовиками это видео доказывает отсутствие огнестрела у повстанцев в случае возможности ответного огня в полный рост вразвалочку не ходят уж этим хлопцам это точно известно ,
UghwBfzpDHqynXgCoAEC,jeEd17rDcMQ,4 years ago,theantiheroes2000,все потуги народа будут иметь силу лишь тогда когда люди поймут что главным врагом являются не представители других народов а управители накопленного грязными путями капитала,
UgjI_hjsIwB04HgCoAEC.7-H0Z7-4ajH7-H1qpcOVel,8KdRjB7CpDo,3 years ago,Андрей А.,а ты чего так покраснел ,
UghSzb0YQr40vHgCoAEC,0WsJ8-tJeC8,4 years ago,Harry lukash,евромайдан действительно легче платить денег обезьянам которые там тусуются тем более что технология отработана а люди которые там не за деньги либо не читали за что они там стоят либо просто тупые и не умеют читать,
UgjNRqsRH2mFUHgCoAEC,V8B4KOpCSV0,3 years ago,Maestro unknow,наумов они с национализмом и сша борятся против их диктата умолешенный,
UggJ1JCUcwxi1XgCoAEC.7-H0Z7--14H7-HnE8SPF7j,IQFGSfk7NZs,4 years ago,Ігор Клебан,ураїну ніхто не розколює захід хоче щоб продажні чиновники не продали україну росії не зате помирали діди і прадіди ,
UgjKDhNsYRXs9XgCoAEC,0WsJ8-tJeC8,4 years ago,Danil Vyazemskij,дебилы чисто пожрать приехали,
UghoZ_SoWqfN3ngCoAEC.81l0uBJ4Suw86xZ9QRgX0g,8SqTaE4-5a4,2 years ago,GALE,дима гголовой точно не ударялся кто его закрыл это платный канал покупай подписку и смотри это политика канала только его никто не смотрит,
UgjPuOty3iDo73gCoAEC,eufNblKL65s,4 years ago,Смутьян Мутенерский,откуда цифры этот полупендос пиздит пытается чтото нагнетать но мыто живем и сами все видим,
UgiGr9nT71k3X3gCoAEC.7-H0Z7-E5x57-HHZckytVy,T6IbEIBhb8o,4 years ago,FamousPeopleife,а с россией будут расцветать,
Ugg7CfoONIMuLXgCoAEC,T6IbEIBhb8o,4 years ago,Video Driver,это и есть бандеры в жёлтых повязках и отжатым оружием которое на вооружение не стоит и форма украденаэто и есть сраные бандеры,
UghRyPUjYeI9SXgCoAEC,zA7MHd2yT5s,4 years ago,Diminion Nail,димону слава,
UgjdL6NGiNW-ungCoAEC,Ftny4OUEc6I,4 years ago,То Да сё,начало хаоса,
Ugi19Nvohjz7yXgCoAEC,8SqTaE4-5a4,4 years ago,Владимир Lomatko,очень душевно жаль только видео не в тему совершенно,
UgiPprBmISQQgXgCoAEC,8SqTaE4-5a4,1 year ago,ЮріК,ми ж всі брати і сестри як можна сробити таке ми ж всі сімя ,
Ugilk_e5rWfmj3gCoAEC,IC7sx75-A0Q,4 years ago,Temirtash Temir,позор,
Ugi4r0rbHSrdHHgCoAEC.7-H0Z7-6G9j7-HY1OhNDX3,T6IbEIBhb8o,4 years ago,Константин Д.,"максим кадашов
а почему у них были повязки у других повязок нету а у этих были подстава сто процентов подстава",
UggJ-QwNsYxkSngCoAEC.81kmcYZkUZO72l_0h08YZA,H8ABnhoxhMw,2 years ago,AlexxSerega,дядька шя смотрю ты даже гуглом пользоваться не умеешь раз такие дурные вопросы задаешь каневская гидроаккумулирующая электростанция днестровской гаэс возведение каховской гэс строительство каскада гэс на верхнем днестре а так же начали строить новые энергоблоки на запорожской южноукраинской и хмельницкой атомной электростанциях,
Ugi91dp9TnyESngCoAEC.8Hoi4oetPuu8MJxmaoSy3L,o9hyneGbGoM,1 year ago,имя фамилия,здесь дебил одинэто ты,
Ugg17EfW2zFx0HgCoAEC,FXCliOGt0Jc,4 years ago,Michail Palagin,очень красиво говорит только не народ предатель не вали с больной головы на здоровую ты первый предал как власть имущий где твои действия или тебе недостаточно зарплаты я сначала спрошу с тебя за свою страну и поверь твоего красноречия не хватит ответишь в полной мере за каждое деяние не сомневайся,
UghXJC2TirD6AHgCoAEC,o9hyneGbGoM,4 years ago,Александр Иванов,боже сколько безумных отравленных навсегда детских душ эта стена навсегда и никогда больше не будет по другому что бы не случилось с украиной дальше эти дети останутся навсегда с отравленными душами к сожалению нацизм как психическое расстройство не излечим,
Ughiqur8hJxLrXgCoAEC,K0icRY1Ae5A,3 years ago (edited),Ukrainian Banderman,"ні євромайдан був довшим він тривав днів ще після втечі януковича по країні ходили загони самооборони багато людей стояло на майдані і там виступало тільки на початку літа там лишилося кілька сотень людей
це для яценюків турчинових пашинських тягнибоків порошенків майдан закінчився лютого",
Ugh7zpKnjvZQXHgCoAEC,H_ToRtwlvpI,3 years ago (edited),StrikeMinds,"у москалей в черепномозговых пустошах вибрирует от басса
от чего расходятся черепные швы и в комментах появляэтся жуткая гниль
за рузь узрузь",
UghMkk9-UG04n3gCoAEC.7-H0Z7-NP8l7-hwcc5hT1H,jeEd17rDcMQ,4 years ago,Новости Житомира | ZT-GRAD – погляд очевидця www.youtube.com/MrLeonxs,александр елетскийтемный вы человек,
UghywUYtIZVEb3gCoAEC,H8ABnhoxhMw,2 years ago,Старый Хр,пока есть в россии такое говно как этот соловьёв со своей циничной козломордой психологией украинцам от россии ничего хорошего ждать не приходится циничная мразь обзывающая украинцев фашистами само имповедующее русский нацизм и откровенно желающее зла украине дерьмо делающее россию врагом всему демократическому миру,
UghxdRu1kTUQjngCoAEC.7-H0Z7-R0ld7-izFCgzClf,6NeJfnvbFHE,4 years ago,Олежка Русский,александр марченкодля вас каждый русский бомж как олигарх ,
UgiR6KbKSPuf7HgCoAEC,6HtbdFfaYUc,4 years ago,Мария Савранская,большинство из вас осуждает работником беркута называя их всяким различными словами а никто из вас не задумывался что они такие же люди как и вы что они это кого то отцы сыновья братья друзья знакомые что они делают просто свою работу им руководство дали приказ и они его исполняют они против воли командования не могут пойти так же как и вы против своих начальников думаете им легко они работаю сутками часто не видя своих детей и жен неделямикогда будете называть их быдлом или желать им смерти поставьте себя на их место как бы вы себя чувствовали и чтобы вы делали в их ситуации,
UgiXjsuAoTK7-ngCoAEC,7xpI5dMsnEM,4 years ago,TAYSPATRIOT,тепер ми точно знаєм хто наш ворог,
UgiGXVv0-XzBjngCoAEC.7-H0Z7-KN187-KJNkHCfDQ,E950t1WGiE0,4 years ago,Biker Market,к власти пришли нацисты кто конкретно назовите пожалуйста мы же еще даже выборы не провели а если вы не знаете то рада та же что и была пока нацистами сейчас кажется без преувеличения россия все факты на лицо пропаганда у нас идут российские каналы в отличии от россии где даже группы украинские заблокировали там вранья я утверждаю вторжение в другое государство пока в крым но думаю крымом дело не закончится с проведением референдума по сути без референдума сильный диктатор которого поддерживает больше половины населения а самое страшное это кучи говна которые льются в нашу сторону как от проплаченных ботов так самое страшно и от простых людей многие из которые готовы идти сюда и убивать или поддерживают войну минимум за крым,
UggdlaOXD_HC8ngCoAEC,gqY8gUuN7_M,1 year ago,Альберт Чернышов,даже пианино в свой гейропейский цвет покрасили пидоры у вас ещё краска там осталась ,
Ughn5OTHpc2EungCoAEC.7-H0Z7-MjRr72GMBX17h9V,8SqTaE4-5a4,4 years ago,Enchik-Benshik Benchik,дмитрий копыльцовя на твои вопросительные отвечаю да да да да,
Ugikk2yDkSfEWXgCoAEC.8BPzzHZnn4i8DgQhSCniEn,zCmV4dX5tgs,2 years ago,Vitaliy Kanin,невероятно и как он смог это ведь было нисколько не ожидаемо,
UgikRaOecD0R8XgCoAEC,uhwtsjFbQK4,2 years ago,MusicVoice,піздц,
UgyR-35e8o8TAM7G15p4AaABAg,E950t1WGiE0,4 months ago,Евгений Анатольевич, года спустя кто штурмовал беркут ебанутые,
UggxXuCJmx5B_XgCoAEC.7-H0Z7-HrwI8TZ74cV_0KJ,8SqTaE4-5a4,1 year ago,Канал Tavor'а,ірина слава нації ,
Ugj7okxjFtHLsHgCoAEC,MW8rKKxjhWQ,4 years ago,East Box,жуткодо чего злобные,
Ugg1zjhYUlv-HngCoAEC,bkrHEut79Jw,4 years ago,80hamza80,не в обіду хлопці але ідіть нахуй,
UgiuBOeZrHXIs3gCoAEC,SwZ_LW9NsUE,4 years ago,Дмитрий С.,их тварей давить надо как клоповпривыкли усебя в свинарнике житьхотят всю страну свинарником сделатьтри области западной украинытерроризируют всю странупендаля каждому по зад уродам,
UggarMQFmRvBR3gCoAEC,0WsJ8-tJeC8,4 years ago,Shalo Shalom,"бандеровцы пидорасы
м в тихомиров мы и они",
Ugjq1elmRyHEXXgCoAEC.7-H0Z7--Wo57-X03IRUFRV,xTfMbgQqEeg,4 years ago,Отаман Сірко Іван,передайте российским фашистам что они не оригинальные и примитивные ,
Uggt8Orzw_O2YngCoAEC,8SqTaE4-5a4,2 years ago,Lavanda Tv,я щяс плачю тут в украине мне так жалко нашу украину,
UggvssPzvuCeDXgCoAEC,0WsJ8-tJeC8,4 years ago,MsArven03,"после того как ребята которые находятся а одна уже находилась в списке моих друзей в соцсетях стали мне чтото доказывать видя что я поддерживаю майдан мне стало интересно что пишет русское сми про нас чтобы понимать чем людей пугают попала на ваше видео и стала ждать чтото невероятное но меня приятно удивило ваше верное решение правильно лучше раз самому увидеть чем слушать то что говорят остальные вас интересует вопрос платят ли людям на майдане твердый ответ дать вам я не могу лично мне и ребятам с которыми пошли компанией на майдан ничего не платили честное слово но мой парень говорит что его сотрудники пошли на майдан поддержать людей им заплатили чтобы те постояли с флагами от партии удар и это все что мне известно про оплаты за постоять на майдане мужчины с которыми вы говорили в их палатке правы хочу заметить что люди которые потеряли свой бизнес являются очень активными участниками майдана с первого дня его создания или восстания не знаю как правильно сказать расскажу вам одну историю которую мне рассказала родственница моего парня его родственница рассказывала нам про одну женщину которую она встретила когда была у своего косметолога женщина во время процедуры завела разговор с косметологом слово за словом и начали обсуждать тему майдана она женщина у косметолога имела свой ресторанный бизнес както к ним приехала невестка януковича они ее обслужили на высшем уровне на следующий день приехали люди януковича и сказали этой женщине что невестке януковича очень понравился ее ресторан и она должна собрать все свои вещи бумаги и уйти когда женщина стала возмущаться они ей сказали что выбора у нее нет потому что если она откажется отдать свой бизнес этой невестке то через минут ее застрелят звучит конечно смешно и поверить в такое невозможно но нужно учитывать что янукович зек дважды сидевший в тюрьме а какой диалог может быть у бандитской банды хочу сказать что подобных историй я слышала не раз у когото хуже история у когото более менее еще както можно мирится ктото больше пострадал от бандюковича ктото меньше но вы свободный человек имеете право на свои размышления
но учитывая последние события на майдане где убили сотни людей а возможно и больше подумайте неужели ктото за деньги поедет рисковать своей жизнью ведь просочилась информация что так называемых титушок стало труднее находить и нанимать на работу в качестве провокаторов потому что те боятся за свою жизнь
я рада что в россии есть такие люди как вы константин который не спешит верить каждому слову а хочет удостовериться в происходящем сам вместо того чтобы верить своему сми вы взяли камеру и сняли свой фильм который выложили здесь без какоголибо монтажа перекрутки информации спасибо вам большое что вы стараетесь донести до русского народа правду
кстати в конце вы пожелали нам победы мы победили не до конца конечно нас ждет еще много чего но это начало победы сейчас на януковича и на его зековскую братву готовится уголовное дело слава украине",
UgizXIuNYffyEXgCoAEC.7-H0Z7-4aHn7-HJIiYARLe,yBTb4KZw7vc,4 years ago,Александр Чумаченко,а русским водкиводки родименькой,
UgimPr3IeteySXgCoAEC,8SqTaE4-5a4,1 year ago,seva yaremchuk,а все это началось изза того что какойто пир не подписал бумажку,
Ugx-0920-rH34DRo6SV4AaABAg,8SqTaE4-5a4,3 months ago,Лєра вей,привіт з українського міста кропевницький,
UghkCtUMXKdlD3gCoAEC,8SqTaE4-5a4,4 years ago (edited),Funny Nesquik,по поводу клипа тянет на отлично только почему на русском языке зачитал раз у него кадры из видео где прыгают бендеры под клич кто не скачет тот москаль вы же там все майдауны на своём курином чтото лопочите что касается самой идеи украина уже давно на коленях а сейчас как бы это сказать она на лопатках лежит только даун не информированный может это отрицать пока у власти эти чудаки типо яиценюха и других чмошников никогда не быть украине стоящей державой один хуй сейчас опять к власти придут эти же олигархи хоть нам тут вообще похуй пусть ваши мозги там ебут впихивают русофобию вводят санкции мы и не через такое проходили я думаю что россия хочет видеть хорошего соседа а не соседа за которого стыдно,
UgiuFgIWQRly7XgCoAEC.7-H0Z7-RNGF7-IgeKsXjko,uhwtsjFbQK4,4 years ago,Kateryna Luchinska,сергей горнов пока что конкретное быдло в этой ветке это ты неуважаемый узколобое недалекое агрессивное иди лучше водки выпей,
UgghaBiwW1842HgCoAEC,xTfMbgQqEeg,4 years ago,Buffalo Sabres,киселев и россия позорники путинские ,
Ugi4Goqahh34Q3gCoAEC,fcfF_63Rk_o,2 years ago,Victor02041982,прошел год как свергли януковича сравните результаты до майдана и после украинцы вас взяли в ес нет без визы украинцы могут ездить в европу нет лучше жить стали украинцы простой народ что то я сомневаюсь еще и волны мобилизации черт его знает какая по счету и путин виноват в том что жизнь рядовых граждан стала намного хуже мое личное мнение последствия майдана украина будет расхлебывать очень долго и да я не тролль не фейк я гражданин рф считающий украинцев братским народом,
UggMWIZkgyNMJngCoAEC,T6IbEIBhb8o,4 years ago (edited),MrArtixID,давно пора мочить эту мразь бандеровскую,
UgjPTp42VYUG13gCoAEC.7-H0Z7-I8ut7-HYOSs-3i0,zCmV4dX5tgs,4 years ago,СЛАВА РОСИИ,оно непереупедишь,
Ughk1t1NvB0_BngCoAEC,H8ABnhoxhMw,3 years ago,сергей киселёв,"хакамада молодец
уважение большое к вам
вы настоящий человек желающий россии добра",
UghGJP1K6jXQdHgCoAEC,tKL1eGmVzoc,4 years ago,Борис Видиш,так тримати хлопці ,
Ugi9M0WYLxdyVngCoAEC.7-H0Z7-Os3P70CuNn4AFqj,BtCEuApUR2s,3 years ago,evgen0055,данил токаревукраинских да а колорадских наёмников из россии осетии приднестровья и чуркестана защищающих донбабве и луганду нет,
UgjpKO6-QeQZ5XgCoAEC,V8B4KOpCSV0,3 years ago,Ольга Артемьева,молодец мочи нацистов растрел нацистам всех нацистлв собрать в одном здании и сжечь ублюдков место их в аду ,
Ugj9zAxzKmMfG3gCoAEC.7-H0Z7-Qb5o7-HEfNloEdM,8SqTaE4-5a4,4 years ago,Mihail Porada,а зачем эти люди пришли с битамизачем они убили безоружных людей,
UggDsCzV5iyH-XgCoAEC.8760Ln0rs4588DnsnOCimT,H8ABnhoxhMw,2 years ago,Nikita Koselev,"леонид алексеев нет леонид не наверное немецкая гадина гораздо более точное определение чем немецкофашистская тк фашисты раз вы уж вы решили полезть в детали относятся к италии какой из потерь советских войск был нанесён войсками италии

ну и вас тупым мудаком никто не называет не беспокойтесь с каких пор укры стало оскорблением переходить на парики както низко для многих людей вы тоже не образец красоты и кладезь мудрости но изза этого не стоит говорить что вы неправы заявляя дважды два четыре",
UghNGFm4b66WcHgCoAEC.7-H0Z7-Jokp763UxcxsQh3,eufNblKL65s,2 years ago,Alex Nick,александр мельников это не антироссийская а пророссийская пропаганда там где нужно ставить плюс вы ставите минус,
UgjyuTFuNxnPiHgCoAEC,H8ABnhoxhMw,3 years ago,Мои цветы - моя жизнь,заметки по ходупри чем тут вообще тимошенко ее не выпускать надо было а еще лет добавить а ее недругов янека с компанией вкупе с ней отношение к ней показали выборы на следующих она будет или в конце списка или вместе с комуняками,
UgifRyTfiXTKCngCoAEC,IQFGSfk7NZs,4 years ago,Vovka RedFoX,респект,
Ugjg5lIkP2QyhXgCoAEC.7-H0Z7-GhZv7-KS0vdOOHC,wObv3OVPk30,3 years ago,manife11,ага,
Ugh6kS6fMoJAP3gCoAEC,T6IbEIBhb8o,4 years ago,1m201,а лайков больше чем дизлайков,
UgiEMqPR2QPKJHgCoAEC,T6IbEIBhb8o,4 years ago,Aleksandr Panasyuk,как российские специалисты активизировались одни кутузовы и суворовы матчасть учите тогда толковое может что то будете писать,
UgjEqUlHfTbTTngCoAEC.7-H0Z7--uSY7-HDt6z_OjF,T6IbEIBhb8o,4 years ago,IamAlangasar,"и да зачем беркуту дополнительные опознавательные знаки в виде желтых полосок на руках есть погоны удостоверения список дислокации своих в городе маршруты передвижения рации в конце концов
очевидно что такие знаки различия используют те кто к силовикам не имеют никакого отношения",
UgiIDP633omhjngCoAEC,T6IbEIBhb8o,4 years ago,tigarareset,долой фашистских оккупантов из киева,
UgilAOVetQrdb3gCoAEC.7-H0Z7-HRC7766DGnDBtkH,uhwtsjFbQK4,4 years ago,Kon Pere,я тебя лублу так же как и рыгыоналив,
Ugj0lFQOzwCYIHgCoAEC.7-H0Z7-XNU670c5XEPlqyH,8SqTaE4-5a4,3 years ago,Steve Gablience,спроси у киселева и у антимайдана у ополчения у ваты и тому подобных,
Ughna8qWM7P0bngCoAEC,IqFdatdem64,4 years ago,Aleksandra Pis'mennaya,дякую за пісню потужно та щиро,
UggAicbAaL6xjXgCoAEC,29Im-7fMvtk,4 years ago,DONAT,моё мнение о евросоюзе если даже и подпишут границы останутся закрыты турцыя подписала лет назад и ещё невступила в евро а тут тупизна украинская ломанулась на халяву смотрю на это всё и ржус этих даунов,
UggEbHArFS5iE3gCoAEC,eufNblKL65s,3 years ago,Vladimir Kuznetsov,человек говорит о нас не причисляя себя к нам он живет в другой стране человек никогда не делал для своей бывшей страны ничего чтобы поменять чтонибудь чтобы было лучше вот встряхивать своими фильмами и получать за это деньги у него получается но и только что этот человек сделал для своей страны,
UgiN9neRFDAl8XgCoAEC,T6IbEIBhb8o,4 years ago,sembud73,а мне пох кто в кого из чего стрелял факт что стреляли а самый главный факт что украину ломает и корёжит ибо слишком много сил её тянут в разные стороны западенцы пророссийски настроенный восток фанаты вораяныка а простым людям которые хотят честно жить и работать на своей земле куда податься сам не с украины но мне ситуация видится такой и уже очень сильно запущенной,
UgigM7XGYpRoiHgCoAEC.8InUZe7OFN48e5O0CBe5SH,_k-gDXrfu-s,2 months ago,Руслан Грищук,до чого тут це то ви на нас напали орда монголокацапська бо рабимосковити і ваш царьок злякались що під боком в срсррф буде країна вільних людей і навіть кріпакираби московські тоді почнуть задумуватись якби їм свого царька скинути,
UggIJ_5-qVAGmngCoAEC.7-H0Z7-DOu67-H3S6kVdAo,8KdRjB7CpDo,3 years ago,Хорус Луперкаль,а если правда путин насыт,
UgjtMlsPD7ofN3gCoAEC,T6IbEIBhb8o,4 years ago,Сергей Мироненко,русские боты вымите хер путинский со ртавсем уже насрать на ваши комменты,
